	Length	Tomato_1_UW	Tomato_2_UW	Tomato_3_UW	Banana_1_UW	Banana_2_UW	Banana_3_UW	Control_1_UW	Control_2_UW	Control_3_UW	Minimal_1_UW	Minimal_2_UW	Minimal_3_UW	Minimal_1_IB	Minimal_2_IB	Minimal_3_IB	Control_1_IB	Control_2_IB	Control_3_IB	Tomato_1_IB	Tomato_2_IB	Tomato_3_IB	Melon_1_IB	Melon_2_IB	Melon_3_IB	Location
UW163_17775	282	708	589	1023	1910	1499	1362	454	615	605	2748	3574	2009	654	950	750	143	112	139	145	753	377	412	515	766	Megaplasmid
UW163_17780	483	81836	106909	74597	104039	108703	66391	8614	6528	8403	280810	251862	233884	381748	557621	406369	107986	94355	111641	76206	192792	133844	37017	46097	66382	Megaplasmid
UW163_17785	240	763	691	712	782	974	959	532	709	897	1050	1038	892	653	1344	1138	620	454	575	382	1341	945	372	389	512	Megaplasmid
UW163_17790	213	186	188	231	386	380	357	149	158	232	380	357	341	115	252	268	106	88	110	84	268	211	112	117	143	Megaplasmid
UW163_17795	675	367	331	385	626	602	549	269	327	449	620	719	504	296	493	513	212	188	195	179	590	367	226	221	341	Megaplasmid
UW163_17800	474	292	288	307	622	618	576	316	414	489	375	446	341	359	661	655	890	866	791	510	1423	1038	708	551	1003	Megaplasmid
UW163_17805	900	110	76	122	213	175	190	168	204	192	597	1065	480	3	3	6	6	8	9	2	3	2	32	11	8	Megaplasmid
UW163_17810	894	143	127	123	432	388	380	193	185	170	447	771	288	5	8	6	5	8	4	2	6	3	3	3	3	Megaplasmid
UW163_17815	789	2	1	4	4	6	1	2	11	11	3	6	1	123	205	229	216	180	187	127	414	277	159	129	228	Megaplasmid
UW163_17820	1017	2	4	1	1	6	129	1	0	0	4	3	5	0	1	0	1	0	0	0	1	1	0	1	3	Megaplasmid
UW163_17825	273	99	82	88	117	148	141	149	193	251	237	353	212	435	760	783	2563	2106	1823	2020	5539	4350	2635	2389	3461	Megaplasmid
UW163_17830	1407	1044	1179	1215	2028	1689	1626	1938	2439	2994	1968	2279	1652	29777	46164	38890	145377	134726	100398	46294	91017	73436	55258	51321	80301	Megaplasmid
UW163_17835	840	1078	1063	1210	1984	1765	1945	805	956	1441	2033	2386	1552	9417	16579	16960	47245	41311	33366	25905	50609	40209	33216	29333	46413	Megaplasmid
UW163_17840	2814	1631	1667	1883	2292	2213	2591	1613	2076	3253	2505	3068	2215	47710	88215	83679	209053	185329	142588	101246	215814	170493	131095	121725	176995	Megaplasmid
UW163_17845	342	15	20	11	19	26	21	18	24	25	54	78	40	4	18	10	8	8	5	4	14	11	3	4	6	Megaplasmid
UW163_17850	2541	407	476	540	457	629	567	917	986	976	772	1220	496	997	858	732	1012	1049	1116	381	480	312	343	407	801	Megaplasmid
UW163_17855	1758	302	356	329	834	701	639	680	679	629	457	735	264	366	302	243	376	354	388	151	248	130	142	134	343	Megaplasmid
UW163_17860	846	504	621	590	1062	1145	1073	1254	1197	1183	967	1176	664	684	815	665	1205	1122	1066	247	563	392	361	407	716	Megaplasmid
UW163_17865	1119	11814	11563	17007	8008	5428	5156	9948	13199	14980	17025	20729	10125	8316	8150	7166	4248	4254	5001	1748	3957	2171	4830	3110	7691	Megaplasmid
UW163_17870	2352	5406	5133	6553	10579	10015	8542	4868	5877	7281	13298	15844	9561	6163	8825	8601	3440	2932	3292	2009	6191	3889	2656	2576	4039	Megaplasmid
UW163_17875	249	152	128	181	470	375	366	113	126	142	478	564	313	316	390	475	93	79	114	87	254	162	51	91	140	Megaplasmid
UW163_17880	3000	29562	38050	36362	51157	65119	42824	17553	18134	15138	143513	160394	98311	111071	114381	75356	46843	44803	48396	16108	21375	12918	5949	7259	12821	Megaplasmid
UW163_17885	1026	3241	3676	3738	7731	7884	5123	1841	1677	1197	13519	13316	8060	8657	9937	7816	3228	2884	4200	1336	3056	1902	579	704	1219	Megaplasmid
UW163_17890	519	2924	3010	3334	3578	5111	3628	1510	1633	1563	13350	14943	10497	9536	12758	9325	12381	9323	11393	1826	3182	2004	908	1217	1656	Megaplasmid
UW163_17895	726	789	824	870	998	1346	768	685	525	411	2699	3899	1935	2853	2074	1354	2764	2882	3865	366	523	274	175	237	462	Megaplasmid
UW163_17900	2388	778	963	822	1033	1397	981	892	797	615	3111	3675	1814	2524	2005	1519	2211	2217	2833	427	499	304	237	306	646	Megaplasmid
UW163_17905	978	199	230	207	267	297	217	235	217	210	518	693	344	423	311	226	395	362	514	87	117	68	62	73	127	Megaplasmid
UW163_17910	2070	5502	5890	5845	6939	11611	8107	3515	3436	3502	24199	31209	22492	16155	23570	15345	22875	20301	21878	3006	4710	3110	1920	2624	3549	Megaplasmid
UW163_17915	1044	5107	5024	5215	2326	2864	2018	5246	5336	6311	3280	3850	2799	1520	2146	1437	3658	2564	3109	2388	3035	1930	2292	3156	3370	Megaplasmid
UW163_17920	1764	659	723	761	741	1499	1167	645	647	610	1702	1999	984	1115	995	773	838	910	924	182	268	178	225	227	521	Megaplasmid
UW163_17925	1296	1659	2104	1816	3190	3127	1896	732	648	407	1774	2695	872	494	248	193	689	770	1153	215	210	113	102	121	384	Megaplasmid
UW163_17930	1323	5711	6990	6071	5471	9847	7066	2567	2640	2057	12553	16397	9520	2837	2819	2024	6498	4909	6369	1258	1571	1015	526	658	1287	Megaplasmid
UW163_17935	1710	716	852	954	1434	1441	1112	1100	1024	945	1827	2361	1272	2406	2114	1709	1411	1309	1243	431	965	537	282	316	583	Megaplasmid
UW163_17940	1518	1980	2322	2504	2843	3238	2953	1887	2425	2598	5523	6590	3180	4741	3704	3374	1207	1117	1346	731	1568	955	727	667	1704	Megaplasmid
UW163_17945	189	2497	2690	3058	4301	4516	4970	662	758	875	5745	5330	3332	5335	5444	5550	788	794	946	730	2425	1432	1600	1322	2885	Megaplasmid
UW163_17950	2667	1877	2007	2387	4679	3976	3546	2581	2717	2742	2985	3920	1950	2616	2468	2160	1231	1253	1371	626	1609	966	747	761	1613	Megaplasmid
UW163_17955	1824	1325	1491	1649	2625	2719	2215	2003	2180	2451	1927	2579	1313	1856	1684	1482	1016	1079	1178	473	1063	716	532	504	1108	Megaplasmid
UW163_17960	1698	813	979	967	1355	1542	1192	2939	2738	2591	1162	1597	689	464	407	351	1149	1072	1197	366	475	300	231	231	558	Megaplasmid
UW163_17965	498	1267	1429	1418	1274	1564	1243	3141	3363	2421	1259	1582	718	558	452	426	1310	1205	1547	477	521	278	329	331	862	Megaplasmid
UW163_17970	645	206	204	203	328	311	325	894	802	879	346	509	233	205	237	208	274	247	298	55	162	104	73	89	195	Megaplasmid
UW163_17975	972	408	455	436	550	719	498	2675	2422	2464	554	809	367	540	414	363	631	666	723	146	213	120	154	163	460	Megaplasmid
UW163_17980	393	63	97	100	217	146	120	404	340	282	113	134	75	103	95	84	71	87	98	29	42	20	23	34	72	Megaplasmid
UW163_17985	885	129	131	162	231	261	207	496	457	374	221	283	126	187	97	90	128	165	187	44	93	49	38	51	170	Megaplasmid
UW163_17990	438	277	221	256	477	488	390	1086	1494	2203	1235	1930	911	254	350	323	626	533	531	141	288	149	157	176	261	Megaplasmid
UW163_17995	651	406	407	642	919	596	571	310	344	352	536	774	242	389	248	316	131	135	162	53	148	89	128	79	250	Megaplasmid
UW163_18000	234	135	128	240	206	196	166	77	59	75	190	210	111	106	151	136	48	41	51	32	84	51	65	44	109	Megaplasmid
UW163_18005	219	642	709	786	876	1376	1092	187	230	265	2174	2395	1529	2547	2624	2260	551	468	573	316	468	314	292	384	670	Megaplasmid
UW163_18010	1404	21317	24472	25588	25199	38268	29123	6557	8599	9994	62022	62807	43810	71350	76815	63106	20648	18393	21420	10861	16769	10763	10143	12210	18478	Megaplasmid
UW163_18015	399	77	108	110	374	314	184	227	245	138	264	304	140	337	313	207	105	134	154	25	84	37	21	32	77	Megaplasmid
UW163_18020	1041	383	422	473	711	1106	855	1366	1512	1443	1371	1672	849	1523	2028	1353	1223	1428	1248	221	334	264	139	131	248	Megaplasmid
UW163_18025	897	325	402	395	604	850	792	1024	1139	1266	1116	1396	701	1378	1448	1145	1063	1159	1162	246	294	210	145	127	267	Megaplasmid
UW163_18030	786	294	333	373	525	566	454	744	757	871	714	926	426	725	685	463	502	619	573	135	207	144	71	72	171	Megaplasmid
UW163_18035	723	111	168	195	429	390	237	453	367	390	353	584	188	273	188	126	155	201	213	54	75	39	47	40	139	Megaplasmid
UW163_18040	1017	13976	17175	19331	462	396	305	2469	3908	6759	360	384	217	155	169	183	194	167	266	2109	5215	2300	3398	3025	5799	Megaplasmid
UW163_18045	885	6925	9767	9871	187	141	79	1381	1734	2838	101	167	72	48	46	43	84	67	141	1375	2624	1181	1904	1736	3460	Megaplasmid
UW163_18050	426	2676	3539	3530	105	80	40	414	464	608	36	60	27	13	7	8	22	24	48	287	612	243	452	406	1173	Megaplasmid
UW163_18055	411	3435	4477	4535	98	75	53	398	514	811	62	96	35	27	32	36	29	31	52	479	996	457	731	683	1525	Megaplasmid
UW163_18060	678	9042	10957	12731	197	204	116	1091	1820	3075	154	229	107	57	59	87	81	86	115	1258	2347	885	1783	1651	3172	Megaplasmid
UW163_18065	747	3582	5202	5222	379	322	262	356	469	685	255	322	203	265	336	251	94	79	101	998	1256	551	923	958	1336	Megaplasmid
UW163_18070	2058	16442	26413	24103	634	733	531	2245	3342	5265	909	1309	802	336	433	375	382	343	402	5516	4200	1649	4301	4191	6130	Megaplasmid
UW163_18075	1305	5452	8416	12241	185	132	101	103	127	164	210	277	152	93	84	74	58	63	52	1590	4101	1442	4145	2555	6004	Megaplasmid
UW163_18080	1386	11113	17822	23636	403	410	233	231	229	274	309	428	227	146	157	153	124	141	130	3676	6830	2227	9092	4833	12773	Megaplasmid
UW163_18085	3738	25888	41444	52579	1449	1263	1115	676	725	820	905	1304	746	288	388	408	326	309	359	9001	20524	7330	18113	12137	23978	Megaplasmid
UW163_18090	1554	10880	18432	21015	862	922	840	438	475	594	715	858	457	334	370	410	263	198	230	3933	8573	3260	7553	4413	9342	Megaplasmid
UW163_18095	669	1693	2882	3565	154	157	104	109	108	137	110	144	87	75	65	66	42	42	37	608	1200	429	1058	709	1554	Megaplasmid
UW163_18100	684	3852	6310	7567	415	332	277	161	198	273	288	415	221	106	150	147	110	97	89	1526	2692	1070	2643	1801	3448	Megaplasmid
UW163_18105	531	2184	3297	4001	521	453	432	180	266	348	368	413	272	225	335	344	95	82	121	731	2057	873	1354	889	1699	Megaplasmid
UW163_18110	1950	20371	23732	25334	2564	2173	1737	15762	25371	39811	1407	1637	951	578	780	902	1267	995	1982	4787	12338	6427	6923	7220	10657	Megaplasmid
UW163_18115	654	8422	10752	10273	1356	1475	1205	4962	7446	11148	845	912	581	504	689	644	938	660	1073	2439	4539	2470	3882	3635	5928	Megaplasmid
UW163_18120	900	9856	12899	13021	2261	2862	2374	3721	5353	7776	2515	2985	1830	2001	2160	1981	1838	1657	1939	2854	4731	2408	3966	4005	6546	Megaplasmid
UW163_18125	306	3773	5284	6467	412	288	184	74	119	130	97	115	66	25	39	27	50	55	57	1513	3748	1509	2608	3047	5510	Megaplasmid
UW163_18130	1212	5757	9782	10605	1082	662	357	182	199	204	226	327	135	135	114	135	201	165	212	2735	5396	2226	5446	6053	12601	Megaplasmid
UW163_18135	1956	5739	9434	9566	3128	3562	3022	2506	2474	2195	2143	3034	1203	1438	964	850	1181	1322	1544	2399	4268	1977	4205	4335	10850	Megaplasmid
UW163_18140	633	857	1143	1226	3396	3112	2209	922	926	887	2004	2845	1040	1391	979	808	344	425	550	293	701	396	474	572	1388	Megaplasmid
UW163_18145	609	813	900	946	1164	1238	1404	375	511	605	2899	2877	2125	1572	2262	1968	421	358	348	363	1030	620	451	464	712	Megaplasmid
UW163_18150	1182	1272	1481	1561	3510	3551	2956	1815	1693	1597	2558	3532	1735	2603	2154	1655	1605	1524	1545	586	1033	631	790	851	1810	Megaplasmid
UW163_18155	555	1224	1260	1484	3345	3439	2931	1594	1831	1757	3836	4460	2485	3267	3341	2695	1478	1252	1309	546	1185	690	959	973	1841	Megaplasmid
UW163_18160	2070	13873	12887	12434	22698	18882	19634	19545	18206	22707	4676	5847	3133	2161	2647	2638	2404	2505	2309	1452	2632	1839	1184	1112	2275	Megaplasmid
UW163_18165	1851	7370	6666	6474	8619	10619	10784	14711	14045	17216	2157	2456	1530	1130	1422	1281	1549	1601	1516	702	1362	925	606	556	1254	Megaplasmid
UW163_18170	207	1026	852	872	915	1052	1070	1888	1860	2085	218	349	150	157	129	111	176	222	210	80	129	92	59	59	170	Megaplasmid
UW163_18175	1098	9159	8143	8041	8734	9786	11340	18802	18627	24202	2552	2843	1985	1357	2181	1875	2570	2646	2121	1002	2047	1396	801	720	1489	Megaplasmid
UW163_18180	1572	22756	22140	20415	18453	31178	35562	54445	53947	63933	6468	7267	5093	3637	5321	4468	6797	7471	6078	2423	3809	2456	1953	1655	4062	Megaplasmid
UW163_18185	1350	15141	14937	12892	20923	26581	28814	36629	36175	38357	3879	4496	2622	2397	2714	2650	3274	3870	3742	1262	2150	1300	1070	868	2551	Megaplasmid
UW163_18190	1224	7072	6358	6256	7160	9188	10044	16836	15927	19050	1592	1884	1155	976	1189	1013	2063	2305	1876	731	987	642	526	499	1071	Megaplasmid
UW163_18195	741	2188	2200	1971	2979	3606	3502	5016	4507	4790	677	722	384	386	370	375	403	563	605	213	260	182	162	134	402	Megaplasmid
UW163_18200	663	881	843	815	1526	1538	1493	1896	1777	2285	240	326	232	171	246	272	393	394	412	127	328	248	192	165	338	Megaplasmid
UW163_18205	648	264	272	275	564	502	458	909	794	964	142	179	108	95	89	83	259	255	214	66	146	82	89	100	204	Megaplasmid
UW163_18210	2097	783	955	908	1203	1399	1367	3550	3404	3275	567	782	360	442	415	349	974	1166	1137	261	529	312	330	330	899	Megaplasmid
UW163_18215	750	280	342	349	774	773	666	912	787	694	287	360	177	330	323	308	570	529	462	151	285	187	130	143	391	Megaplasmid
UW163_18220	1101	772	807	874	1256	1712	1505	1197	1540	1855	2031	2499	1439	4018	4125	3105	1224	1209	1085	378	692	453	325	306	627	Megaplasmid
UW163_18225	660	304	326	405	420	527	447	487	566	567	574	708	332	652	507	405	348	322	311	104	223	140	170	157	317	Megaplasmid
UW163_18235	480	666	694	789	1665	1504	1403	302	345	568	1326	1196	932	824	1604	1561	439	373	375	313	1089	766	486	494	628	Megaplasmid
UW163_18240	1011	8041	6643	11110	3477	3244	3323	2489	3624	5458	5616	5563	4243	4494	8042	6673	3100	2907	2676	1857	4926	3069	2967	2309	3185	Megaplasmid
UW163_18245	558	4135	3828	5566	2536	2456	2444	1430	1798	2662	4817	4810	3874	4487	6660	5257	1950	1691	1624	1079	2503	1480	2159	1411	2618	Megaplasmid
UW163_18250	615	1888	1920	2780	1732	1637	1728	798	1056	1347	2639	2701	1857	2275	2853	2657	891	807	790	545	1444	846	1117	860	1541	Megaplasmid
UW163_18255	831	1419	1331	1883	1381	1352	1251	620	874	1149	2442	2364	1650	1724	2635	2326	613	607	640	396	1067	656	892	648	1150	Megaplasmid
UW163_18260	879	382	395	488	700	642	570	853	955	1173	835	1171	677	571	663	676	608	558	629	249	471	304	233	291	437	Megaplasmid
UW163_18265	942	415	501	584	387	354	354	2475	2514	3047	676	841	526	343	487	446	1369	1220	1018	252	344	297	244	332	626	Megaplasmid
UW163_18270	1116	3788	4393	5570	4868	4710	4286	2733	3243	4191	9287	9226	6729	11368	14227	12644	3418	3069	3085	2045	3903	2802	2205	2061	3073	Megaplasmid
UW163_18275	1002	9170	9851	15902	3258	3708	3638	6592	7978	11001	10604	11867	8743	7770	12716	11341	7306	6064	6161	3223	6348	4843	5775	4140	6109	Megaplasmid
UW163_18280	813	11523	11608	19954	1657	1902	1925	5610	7062	9410	7792	9356	6319	4799	6891	6008	4750	4375	4090	3088	5237	3343	6538	4304	7267	Megaplasmid
UW163_18285	606	8674	7192	13646	1254	1294	1149	3329	5391	6580	5294	6522	3808	2415	3356	2890	1921	1592	2060	1673	3792	2150	4067	2879	5036	Megaplasmid
UW163_18290	483	1038	944	1228	897	1093	1322	396	578	1045	4199	4005	3156	6157	13498	10953	1026	701	973	563	1806	1334	414	436	425	Megaplasmid
UW163_18295	1017	9	85	18	20	15	12	3	2	12	69	44	61	0	0	0	0	0	0	0	0	0	0	0	0	Megaplasmid
UW163_18300	789	22	14	10	16	46	41	22	19	26	53	54	25	4	5	7	2	4	6	4	16	14	5	6	9	Megaplasmid
UW163_18305	663	1480	1363	1925	1340	1484	1442	1126	1581	2119	1938	2092	1512	4097	7212	6016	1361	1238	1261	561	1471	896	936	888	1171	Megaplasmid
UW163_18310	972	1881	1497	2253	1336	1502	1444	1450	2135	3057	1980	2167	1604	2093	3671	3210	1643	1383	1455	742	1575	1039	1407	1286	1562	Megaplasmid
UW163_18315	960	47	55	45	103	88	82	111	154	206	162	243	130	8	12	13	15	14	18	3	5	8	2	6	3	Megaplasmid
UW163_18320	399	30	34	46	25	40	31	32	52	66	62	76	49	76	66	36	43	37	43	13	23	8	22	17	33	Megaplasmid
UW163_18325	1041	161	195	170	340	265	243	195	282	365	317	422	272	255	264	251	198	193	194	70	185	107	87	76	125	Megaplasmid
UW163_18330	474	158	182	256	191	196	188	361	484	604	308	389	242	284	342	258	265	234	232	93	227	159	122	141	225	Megaplasmid
UW163_18335	948	3548	3133	3987	1285	1691	2349	2931	4024	6869	5802	5440	4591	4296	9438	8457	4804	4060	4549	1620	4604	3270	1893	2020	2323	Megaplasmid
UW163_18340	294	1059	864	1257	742	741	953	596	808	1296	1626	1530	1253	1230	2222	2061	953	843	869	373	1199	836	496	552	702	Megaplasmid
UW163_18345	2109	24288	26221	25698	36333	48964	55932	20385	20394	25022	31591	32682	24524	19987	28682	26932	14903	13462	12376	6841	16357	11651	10735	9257	17795	Megaplasmid
UW163_18350	480	1762	1657	1878	3632	3893	3941	2251	1855	1940	1953	2172	1326	1345	1308	1288	894	980	1098	374	786	565	535	481	1119	Megaplasmid
UW163_18355	4299	20887	22058	22643	43724	42871	41765	20654	19695	20295	20734	22969	15266	12809	17640	16171	10773	10470	10631	5549	15418	11010	7174	7230	13748	Megaplasmid
UW163_18360	531	11890	10541	11685	20880	21168	21690	10757	11894	15652	13061	12916	11098	6416	14669	13442	9174	9004	7980	4311	12293	9298	4983	5157	6734	Megaplasmid
UW163_18365	378	3633	2964	3345	4775	5778	6309	1934	2269	3667	4441	4202	3739	1945	5200	4871	1927	1596	1683	1235	3286	2372	1209	1387	1607	Megaplasmid
UW163_18370	588	3871	3845	3983	4565	5422	6186	2462	2619	3508	4932	4831	4462	2784	5004	4073	2726	2359	2211	1347	3549	2655	1458	1662	2206	Megaplasmid
UW163_18375	387	1044	1057	1136	1492	1912	2229	648	709	892	1930	2121	1597	1488	2106	1934	742	622	625	418	1201	757	535	612	887	Megaplasmid
UW163_18385	849	157	150	163	162	171	173	106	147	189	226	242	192	23	43	43	22	15	19	11	26	18	11	11	10	Megaplasmid
UW163_18390	366	3	0	2	2	5	6	2	3	0	8	4	4	3	7	2	2	1	2	2	4	3	2	2	207	Megaplasmid
UW163_18395	633	55	63	60	143	138	158	84	102	101	110	135	70	108	94	127	84	77	80	28	69	58	41	36	67	Megaplasmid
UW163_18400	1275	42	46	56	182	162	150	89	72	99	124	166	81	67	67	71	52	52	82	23	55	28	30	25	65	Megaplasmid
UW163_18405	1341	106	112	128	468	601	680	188	229	237	427	655	278	218	202	192	92	119	114	47	104	77	64	56	110	Megaplasmid
UW163_18410	1086	627	697	835	1585	1969	1971	628	707	694	1007	1396	574	663	532	572	287	319	316	180	455	242	210	234	585	Megaplasmid
UW163_18415	930	504	477	627	662	754	601	497	623	717	746	997	512	438	482	495	285	299	356	116	363	222	197	192	391	Megaplasmid
UW163_18420	735	529	469	665	702	711	749	288	430	582	993	1140	727	552	791	887	369	284	310	137	522	399	275	202	329	Megaplasmid
UW163_18425	594	147	165	181	258	287	277	191	219	233	475	538	391	320	415	404	349	262	218	103	235	173	110	116	184	Megaplasmid
UW163_18430	1011	280	323	315	598	657	653	409	506	493	859	1087	740	659	982	799	788	677	629	225	468	345	274	289	354	Megaplasmid
UW163_18435	975	401	405	464	982	908	888	438	533	683	869	1028	648	345	426	514	457	403	445	189	536	379	252	311	449	Megaplasmid
UW163_18440	1194	730	745	864	2052	1784	1582	610	685	763	1805	2324	1208	569	798	850	547	486	606	271	822	568	341	367	601	Megaplasmid
UW163_18445	1431	78	90	123	185	194	195	165	197	220	411	561	324	212	252	205	212	156	195	87	163	104	83	61	131	Megaplasmid
UW163_18450	852	166	175	196	274	281	258	228	291	313	534	675	386	386	426	419	379	363	389	149	306	224	165	162	258	Megaplasmid
UW163_18455	987	6766	5665	9810	2577	2508	2309	3213	4746	6258	3825	4344	2972	2559	3570	3309	3316	3174	3257	978	2192	1180	2467	2098	3495	Megaplasmid
UW163_18460	1596	618	652	686	1369	1320	1304	382	513	694	2028	2164	1436	1004	1446	1598	393	345	359	304	810	550	450	429	614	Megaplasmid
UW163_18465	432	1131	1203	1325	3383	3166	3176	1161	1622	2461	5810	6207	3548	2728	3453	3786	728	623	812	452	1750	1251	1081	1191	1860	Megaplasmid
UW163_18470	342	1208	1156	1448	4097	3509	3665	339	429	471	4324	4296	2504	3426	3247	3559	498	398	454	491	1248	891	598	506	976	Megaplasmid
UW163_18475	510	561	529	673	1556	1815	1671	256	306	375	2514	2574	1691	1483	2265	2278	311	231	278	256	740	507	304	316	386	Megaplasmid
UW163_18480	1077	1742	1836	2144	3693	3581	3531	545	630	755	7845	7262	4925	7206	9863	7658	977	870	948	1479	2343	1915	1204	980	1532	Megaplasmid
UW163_18485	1191	2508	3061	3191	3187	3307	2975	512	661	728	11280	10544	7935	22953	26400	15751	2401	2198	2185	4212	5393	4201	3246	2308	3888	Megaplasmid
UW163_18490	1887	2038	2243	2407	1927	2262	2036	673	876	905	9966	9717	7974	20408	25058	13607	3009	2591	2557	3286	3821	2560	2644	2041	3369	Megaplasmid
UW163_18495	3474	7164	8581	9073	4862	6495	6277	2601	3155	3333	26437	24738	19242	42563	50852	31034	9795	8842	8830	9932	12395	7694	9892	7197	13847	Megaplasmid
UW163_18500	342	740	699	857	346	539	615	314	323	467	1654	1483	1163	405	840	722	392	328	428	123	201	176	104	74	117	Megaplasmid
UW163_18505	1041	1625	2908	2275	1007	1647	1400	305	452	513	621	836	397	138	140	130	386	391	543	814	499	295	688	524	1555	Megaplasmid
UW163_18510	288	423	707	564	228	270	281	104	117	79	146	185	83	30	35	29	69	59	112	175	86	51	125	89	354	Megaplasmid
UW163_18515	813	379	669	514	275	321	299	105	127	104	143	171	98	41	44	35	100	92	101	187	100	56	112	117	343	Megaplasmid
UW163_18520	498	281	515	410	265	274	240	68	77	64	94	114	52	33	27	26	78	59	67	144	99	53	90	75	260	Megaplasmid
UW163_18525	1092	1338	2266	1826	1565	1871	1607	297	326	258	623	887	399	193	201	192	209	195	246	783	689	432	637	489	1669	Megaplasmid
UW163_18530	1338	11412	13372	13663	10155	13200	14974	2981	4024	3534	22250	27170	17140	6062	9437	7684	3261	2702	2558	14747	20306	15550	11527	8074	20859	Megaplasmid
UW163_18535	684	1276	1328	1351	1535	2147	2104	2117	2309	3036	2620	2733	2022	1440	2781	2764	2624	2487	2453	1192	1974	1364	1022	873	1192	Megaplasmid
UW163_18540	336	402	455	470	561	697	655	643	726	898	854	835	593	545	688	765	783	697	660	377	637	411	275	292	500	Megaplasmid
UW163_18545	333	645	742	771	1063	1255	1156	2276	2084	2456	1074	1116	752	635	895	949	1529	1378	1242	513	1110	758	384	458	739	Megaplasmid
UW163_18550	618	1501	1571	1721	2490	2805	2812	2632	2850	3865	2823	2817	2074	1580	2541	2936	2380	2156	2009	1064	2530	1779	945	1048	1451	Megaplasmid
UW163_18555	1314	3307	3158	3653	6353	6664	5983	1104	1491	2021	7651	7372	5900	5490	8376	7284	2198	1724	1806	1963	5170	3572	1874	2063	2859	Megaplasmid
UW163_18560	435	560	631	797	636	764	687	754	920	1153	1279	1387	723	870	822	932	716	796	814	259	401	264	377	285	647	Megaplasmid
UW163_18565	618	692	633	880	866	985	897	959	1233	1602	1815	2039	1453	860	1426	1235	1072	959	903	489	907	561	664	577	805	Megaplasmid
UW163_18570	1110	241	267	309	380	506	495	458	569	697	1085	1457	834	404	563	555	350	356	300	346	371	288	472	344	612	Megaplasmid
UW163_18575	651	421	446	444	782	863	878	625	739	898	1246	1519	985	625	877	918	537	524	484	306	578	399	434	351	535	Megaplasmid
UW163_18580	369	323	376	388	1020	803	727	368	409	497	731	868	432	583	538	567	188	228	224	115	314	231	168	163	385	Megaplasmid
UW163_18585	432	414	424	441	750	804	885	529	643	878	1191	1475	903	957	1224	1256	452	421	470	199	603	452	330	341	508	Megaplasmid
UW163_18590	621	290	353	361	668	739	686	613	625	638	708	823	485	590	712	538	370	368	349	252	597	386	581	430	1003	Megaplasmid
UW163_18595	618	360	374	438	558	780	683	590	645	670	720	822	442	509	520	529	416	404	432	198	586	317	279	311	662	Megaplasmid
UW163_18600	603	149	174	168	239	316	253	205	234	254	214	277	130	151	125	138	102	130	130	78	325	152	84	86	212	Megaplasmid
UW163_18605	1650	66	91	95	150	147	126	156	147	121	134	207	60	46	52	44	54	64	65	37	188	104	25	22	84	Megaplasmid
UW163_18610	1233	87	110	97	260	247	261	276	248	202	171	218	89	146	106	84	132	150	171	36	119	73	38	29	114	Megaplasmid
UW163_18615	651	136	183	162	458	457	344	553	472	374	167	233	101	137	137	109	193	228	280	40	180	75	59	55	170	Megaplasmid
UW163_18620	1314	188	255	237	418	424	335	897	789	459	224	367	148	356	207	156	290	392	397	76	99	67	96	74	277	Megaplasmid
UW163_18625	603	547	506	563	736	1378	1261	1622	1767	1626	1097	1099	592	824	800	786	861	918	964	173	443	222	225	248	647	Megaplasmid
UW163_18630	1107	635	791	806	1383	1600	1184	2132	1841	1261	1042	1479	458	941	508	503	680	775	947	218	313	156	222	205	773	Megaplasmid
UW163_18635	1578	571	721	678	1219	1625	1481	2665	2634	2141	1022	1419	556	679	543	565	1318	1548	1429	290	457	295	346	354	852	Megaplasmid
UW163_18640	765	70	90	86	199	203	148	432	365	224	96	138	49	102	42	62	94	134	176	21	26	18	24	31	96	Megaplasmid
UW163_18645	837	138	182	185	440	458	307	853	587	394	186	286	98	180	90	88	196	276	296	47	59	45	51	55	199	Megaplasmid
UW163_18650	732	108	146	128	452	367	286	702	544	334	127	195	62	156	62	55	137	206	259	31	60	29	46	32	159	Megaplasmid
UW163_18655	1152	290	378	310	1088	1059	844	1374	1233	942	462	709	262	449	223	250	503	664	682	122	218	111	137	158	386	Megaplasmid
UW163_18660	1572	397	551	484	1562	1534	1256	2224	1905	1532	644	831	394	570	489	418	789	1009	1103	206	296	187	216	226	575	Megaplasmid
UW163_18665	708	681	939	741	1453	2050	2028	2801	2673	2666	1233	1537	748	1067	952	880	1982	2328	2048	425	418	313	376	241	821	Megaplasmid
UW163_18670	1905	258	320	263	551	542	608	1450	1274	871	377	510	197	397	254	193	530	654	765	100	121	105	93	90	320	Megaplasmid
UW163_18675	4083	2199	2863	2381	7304	9012	8511	9249	9293	8515	4184	5229	2445	4088	3120	3113	6921	8085	7806	972	1661	1126	1122	1096	2988	Megaplasmid
UW163_18680	330	229	238	264	869	1199	1163	923	887	831	591	649	330	477	378	419	895	1026	901	108	163	126	125	113	311	Megaplasmid
UW163_18685	1074	1291	1660	1280	7367	8853	8420	4203	4343	4244	3941	4779	2535	3590	2993	2951	6971	7307	6044	751	1468	1138	965	902	1910	Megaplasmid
UW163_18690	855	86	116	127	221	168	151	133	129	110	119	177	77	71	44	52	54	75	72	36	122	67	39	32	84	Megaplasmid
